year_month,month_of_release,passenger_type,direction,citizenship,visa,country_of_residence,estimate,standard_error,status
2011-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,557,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,331,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,490,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1331,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,884,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,398,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,547,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,537,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,838,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,497,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,492,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,494,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,505,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,339,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,483,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1029,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,802,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,508,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,736,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,589,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,796,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,501,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,447,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,625,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,763,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,534,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,779,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1508,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1219,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,924,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1089,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1191,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1652,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1478,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1265,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1159,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1197,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,736,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1419,0,Final
2015-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2400,0,Final
2015-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1552,0,Final
2015-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1044,0,Final
2015-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,998,0,Final
2015-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1117,0,Final
2015-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2212,0,Final
2015-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1631,0,Final
2015-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1536,0,Final
2015-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1393,0,Final
2015-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1379,0,Final
2015-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,720,0,Final
2016-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1109,0,Final
2016-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2046,0,Final
2016-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1243,0,Final
2016-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,933,0,Final
2016-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1154,0,Final
2016-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,951,0,Final
2016-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1354,0,Final
2016-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,826,0,Final
2016-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,754,0,Final
2016-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,990,0,Final
2016-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1057,0,Final
2016-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,580,0,Final
2017-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,872,0,Final
2017-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1826,0,Final
2017-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1057,0,Final
2017-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,797,0,Final
2017-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1027,0,Final
2017-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,906,0,Final
2017-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1603,0,Final
2017-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,945,0,Final
2017-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,784,0,Final
2017-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,942,0,Final
2017-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1022,0,Final
2017-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,662,0,Final
2018-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,898,0,Final
2018-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2013,0,Final
2018-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1206,0,Final
2018-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,751,0,Final
2018-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1051,0,Final
2018-06,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1003,0,Final
2018-07,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1784,0,Final
2018-08,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1064,0,Final
2018-09,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,845,0,Final
2018-10,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,757,0,Final
2018-11,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,683,0,Final
2018-12,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,459,0,Final
2019-01,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,682,0,Final
2019-02,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1594,0,Final
2019-03,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,666,0,Final
2019-04,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,412,0,Final
2019-05,2020-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,578,0,Final
2019-06,2020-10,Long-term migrant,Arrivals,non-NZ,TOTAL,India,706,0,Final
2019-07,2020-11,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1928,0,Final
2019-08,2020-12,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1158,0,Final
2019-09,2021-01,Long-term migrant,Arrivals,non-NZ,TOTAL,India,960,0,Final
2019-10,2021-02,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1419,0,Final
2019-11,2021-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1564,0,Final
2019-12,2021-04,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1273,0,Final
2020-01,2021-05,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1607,0,Final
2020-02,2021-06,Long-term migrant,Arrivals,non-NZ,TOTAL,India,3933,0,Final
2020-03,2021-07,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1893,0,Final
2020-04,2021-08,Long-term migrant,Arrivals,non-NZ,TOTAL,India,18,0,Final
2020-05,2021-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1,0,Final
2020-06,2021-10,Long-term migrant,Arrivals,non-NZ,TOTAL,India,170,0,Final
2020-07,2021-11,Long-term migrant,Arrivals,non-NZ,TOTAL,India,37,0,Final
2020-08,2021-12,Long-term migrant,Arrivals,non-NZ,TOTAL,India,133,0,Final
2020-09,2022-01,Long-term migrant,Arrivals,non-NZ,TOTAL,India,162,0,Final
2020-10,2022-02,Long-term migrant,Arrivals,non-NZ,TOTAL,India,140,0,Final
2020-11,2022-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,19,0,Final
2020-12,2022-04,Long-term migrant,Arrivals,non-NZ,TOTAL,India,188,0,Final
2021-01,2022-05,Long-term migrant,Arrivals,non-NZ,TOTAL,India,156,0,Final
2021-02,2022-06,Long-term migrant,Arrivals,non-NZ,TOTAL,India,208,0,Final
2021-03,2022-07,Long-term migrant,Arrivals,non-NZ,TOTAL,India,371,0,Final
2021-04,2022-08,Long-term migrant,Arrivals,non-NZ,TOTAL,India,159,0,Final
2021-05,2022-09,Long-term migrant,Arrivals,non-NZ,TOTAL,India,71,0,Final
2021-06,2022-10,Long-term migrant,Arrivals,non-NZ,TOTAL,India,117,0,Final
2021-07,2022-11,Long-term migrant,Arrivals,non-NZ,TOTAL,India,159,0,Final
2021-08,2022-12,Long-term migrant,Arrivals,non-NZ,TOTAL,India,313,0,Final
2021-09,2023-01,Long-term migrant,Arrivals,non-NZ,TOTAL,India,407,0,Final
2021-10,2023-02,Long-term migrant,Arrivals,non-NZ,TOTAL,India,325,0,Final
2021-11,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,280,0,Final
2021-12,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,405,0,Provisional
2022-01,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,238,0,Provisional
2022-02,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,234,0,Provisional
2022-03,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,418,1,Provisional
2022-04,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1106,6,Provisional
2022-05,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,609,9,Provisional
2022-06,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,603,10,Provisional
2022-07,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1226,23,Provisional
2022-08,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1003,16,Provisional
2022-09,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1005,18,Provisional
2022-10,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1081,22,Provisional
2022-11,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2145,58,Provisional
2022-12,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2387,64,Provisional
2023-01,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,1408,55,Provisional
2023-02,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,2362,63,Provisional
2023-03,2023-03,Long-term migrant,Arrivals,non-NZ,TOTAL,India,3134,132,Provisional
2003-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,150,0,Final
2003-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,111,0,Final
2003-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,90,0,Final
2003-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,106,0,Final
2003-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,144,0,Final
2003-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,95,0,Final
2004-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,115,0,Final
2004-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,104,0,Final
2004-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,104,0,Final
2004-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,122,0,Final
2004-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,123,0,Final
2004-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,125,0,Final
2004-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,106,0,Final
2004-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,91,0,Final
2004-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,75,0,Final
2004-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2004-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,72,0,Final
2004-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,96,0,Final
2005-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,92,0,Final
2005-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,92,0,Final
2005-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,91,0,Final
2005-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,97,0,Final
2005-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,123,0,Final
2005-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,83,0,Final
2005-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,94,0,Final
2005-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,97,0,Final
2005-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,66,0,Final
2005-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,86,0,Final
2005-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,102,0,Final
2005-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,93,0,Final
2006-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,74,0,Final
2006-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,87,0,Final
2006-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,118,0,Final
2006-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,102,0,Final
2006-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,129,0,Final
2006-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,127,0,Final
2006-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,109,0,Final
2006-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,94,0,Final
2006-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,70,0,Final
2006-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,82,0,Final
2006-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,110,0,Final
2006-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,77,0,Final
2007-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,85,0,Final
2007-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,88,0,Final
2007-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,153,0,Final
2007-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,104,0,Final
2007-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,127,0,Final
2007-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,121,0,Final
2007-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,102,0,Final
2007-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,106,0,Final
2007-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,105,0,Final
2007-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,84,0,Final
2007-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,76,0,Final
2007-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2008-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,111,0,Final
2008-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,143,0,Final
2008-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,104,0,Final
2008-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,126,0,Final
2008-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,166,0,Final
2008-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,141,0,Final
2008-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,129,0,Final
2008-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,115,0,Final
2008-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,158,0,Final
2008-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,131,0,Final
2008-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,93,0,Final
2008-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,76,0,Final
2009-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,93,0,Final
2009-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,121,0,Final
2009-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,115,0,Final
2009-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,98,0,Final
2009-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,124,0,Final
2009-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,122,0,Final
2009-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,121,0,Final
2009-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,110,0,Final
2009-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,107,0,Final
2009-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,94,0,Final
2009-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,92,0,Final
2009-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,83,0,Final
2010-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2010-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2010-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,141,0,Final
2010-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,120,0,Final
2010-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,129,0,Final
2010-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,105,0,Final
2010-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,114,0,Final
2010-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,172,0,Final
2010-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,133,0,Final
2010-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,117,0,Final
2010-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,87,0,Final
2010-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,124,0,Final
2011-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,91,0,Final
2011-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,129,0,Final
2011-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,135,0,Final
2011-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,140,0,Final
2011-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,117,0,Final
2011-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,116,0,Final
2011-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2011-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,96,0,Final
2011-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,83,0,Final
2011-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,94,0,Final
2011-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,87,0,Final
2011-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,98,0,Final
2012-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,58,0,Final
2012-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,102,0,Final
2012-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,110,0,Final
2012-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,100,0,Final
2012-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,90,0,Final
2012-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,99,0,Final
2012-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,82,0,Final
2012-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,103,0,Final
2012-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,59,0,Final
2012-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,78,0,Final
2012-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,79,0,Final
2012-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,80,0,Final
2013-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,69,0,Final
2013-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,68,0,Final
2013-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,94,0,Final
2013-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,88,0,Final
2013-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,112,0,Final
2013-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,115,0,Final
2013-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,72,0,Final
2013-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,77,0,Final
2013-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,77,0,Final
2013-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,143,0,Final
2013-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,194,0,Final
2013-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,180,0,Final
2014-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,173,0,Final
2014-02,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,240,0,Final
2014-03,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,253,0,Final
2014-04,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,208,0,Final
2014-05,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,222,0,Final
2014-06,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,205,0,Final
2014-07,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,200,0,Final
2014-08,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,259,0,Final
2014-09,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,193,0,Final
2014-10,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,153,0,Final
2014-11,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,142,0,Final
2014-12,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,227,0,Final
2015-01,2020-09,Long-term migrant,Arrivals,non-NZ,Visitor,India,213,0,Final
